"PRODUCT_ID";"TIME_ID";"CUSTOMER_ID";"PROMOTION_ID";"STORE_ID";"STORE_SALES";"STORE_COST";"UNIT_SALES"
3;447;7241;832;17;1,66;0,5478;2
3;469;6061;263;17;3,32;1,0624;4
3;472;3258;468;6;2,49;1,1952;3
3;483;3633;1141;15;3,32;1,4276;4
3;500;5419;132;17;2,49;0,8964;3
3;515;8454;7;17;3,32;1,4276;4
3;527;1675;1346;15;1,66;0,5312;2
3;532;6897;749;6;3,32;1,0956;4
3;534;9721;277;15;3,32;1,5604;4
3;547;7896;645;23;2,49;0,8217;3
3;553;8207;1182;13;2,49;0,8466;3
3;569;1361;1457;24;3,32;1,494;4
3;575;2233;1441;14;1,66;0,7138;2
3;582;3952;967;7;1,66;0,6142;2
3;584;9812;1509;13;2,49;0,8466;3
3;585;8288;107;7;1,66;0,664;2
3;612;8312;1294;6;4,15;1,9505;5
3;644;8892;30;13;2,49;0,7719;3
3;646;9991;521;6;2,49;0,7719;3
3;653;1298;100;17;3,32;1,1288;4
3;658;5255;1781;24;2,49;1,0707;3
3;661;768;1727;15;2,49;0,7719;3
3;661;1170;1865;24;4,15;1,9505;5
3;661;3021;1233;16;2,49;0,9711;3
3;677;3693;207;3;3,32;1,2284;4
3;696;694;740;11;4,15;1,2865;5
3;700;1339;1655;13;2,49;1,1703;3
3;702;10043;1710;22;0,83;0,3818;1
3;707;4315;209;17;2,49;1,0458;3
3;710;964;1157;7;2,49;0,8217;3
3;711;9863;1043;13;2,49;1,0458;3
3;720;417;756;6;3,32;1,2616;4
3;720;4845;1869;24;3,32;1,2616;4
3;725;3692;125;16;2,49;0,7719;3
4;367;3449;1877;6;14,56;4,8048;4
4;371;7175;508;7;10,92;5,1324;3
4;372;7363;1864;6;7,28;3,5672;2
4;377;7212;1764;24;7,28;3,3488;2
4;377;7920;1221;17;7,28;3,276;2
4;382;1328;1292;17;10,92;3,4944;3
4;391;7370;703;23;10,92;4,0404;3
4;395;6866;1293;17;10,92;5,0232;3
4;404;7370;1304;23;14,56;6,2608;4
4;413;512;1847;24;10,92;3,3852;3
4;416;10034;715;15;10,92;4,4772;3
4;419;7355;1380;13;7,28;2,4024;2
4;423;8098;833;13;7,28;2,4024;2
4;438;4928;980;13;10,92;4,6956;3
4;461;9748;379;24;10,92;5,3508;3
4;461;10067;1745;7;10,92;5,46;3
4;470;2251;763;13;7,28;3,5672;2
4;470;5183;508;6;10,92;3,7128;3
4;491;6113;1737;16;10,92;4,6956;3
4;491;8840;991;17;7,28;2,9848;2
4;495;1153;473;13;14,56;6,2608;4
4;507;4850;834;15;14,56;6,4064;4
4;515;7813;504;17;10,92;4,2588;3
4;520;997;1215;3;10,92;4,368;3
4;520;7185;1179;11;7,28;3,0576;2
4;521;6739;935;24;14,56;6,4064;4
4;523;1266;986;13;14,56;6,6976;4
4;532;3283;503;15;7,28;2,4024;2
4;539;4257;14;3;10,92;5,1324;3
4;548;7477;365;6;7,28;2,912;2
4;570;8862;1361;11;10,92;5,3508;3
4;574;6713;1523;13;10,92;5,3508;3
4;574;7556;668;17;10,92;4,4772;3
4;574;8281;337;17;14,56;4,5136;4
4;575;1271;988;13;7,28;2,9848;2
4;592;2441;1307;17;14,56;6,8432;4
4;594;4925;1228;16;7,28;2,8392;2
4;601;2791;1416;11;10,92;5,3508;3
4;606;3633;1150;15;10,92;3,3852;3
4;616;673;1545;11;10,92;4,8048;3
4;627;1994;1863;15;18,2;5,642;5
4;643;9667;1290;23;7,28;3,276;2
4;644;1660;382;13;7,28;3,5672;2
4;645;863;460;17;10,92;5,2416;3
4;655;4282;675;15;7,28;2,912;2
4;661;4711;1266;3;14,56;5,096;4
4;671;3389;1781;7;7,28;2,9848;2
4;684;2550;826;24;14,56;4,8048;4
4;688;4117;129;2;7,28;2,8392;2
4;691;4498;1314;17;7,28;2,6936;2
4;692;2065;1314;17;10,92;5,3508;3
4;705;2019;1236;16;10,92;4,5864;3
4;711;2648;1608;24;7,28;2,7664;2
4;716;8485;1512;15;10,92;5,1324;3
5;377;8473;119;13;6,57;2,1024;3
5;407;9745;1458;17;4,38;1,3578;2
5;412;7822;853;3;8,76;4,2924;4
5;414;6760;226;17;6,57;2,4309;3
5;422;4292;505;7;8,76;3,4164;4
5;449;5183;1513;7;4,38;1,4454;2
5;454;7192;112;2;4,38;1,9272;2
5;460;2850;696;3;10,95;3,723;5
5;460;6930;843;24;4,38;1,4454;2
5;469;3462;508;6;6,57;2,2338;3
5;480;8311;1773;23;6,57;2,8251;3
5;489;10068;819;23;4,38;1,5768;2
5;490;9781;1741;3;8,76;4,1172;4
5;501;6570;1513;11;8,76;3,942;4
5;502;10274;995;7;4,38;1,8396;2
5;523;269;1065;14;4,38;1,314;2
5;524;5746;1323;15;6,57;2,3652;3
5;531;5623;1495;7;6,57;2,2338;3
5;531;8511;1776;16;6,57;3,0222;3
5;533;8172;1248;17;4,38;1,533;2
5;544;8242;1000;17;4,38;1,6206;2
5;548;3921;1077;23;8,76;4,0296;4
5;550;9256;988;13;6,57;3,0879;3
5;561;9307;346;11;6,57;1,971;3
5;570;5542;1271;16;4,38;2,1462;2
5;574;5790;93;17;8,76;3,8544;4
5;582;1584;126;7;4,38;1,9272;2
5;592;7291;833;11;6,57;3,285;3
5;601;5451;1837;11;6,57;2,5623;3
5;610;4499;992;13;4,38;1,4454;2
5;616;186;848;24;6,57;2,2995;3
5;620;9747;21;13;4,38;1,314;2
5;624;5842;1341;24;8,76;3,6792;4
5;629;5204;299;23;6,57;2,4309;3
5;632;8306;1666;24;6,57;2,6937;3
5;636;4094;1115;16;6,57;2,1681;3
5;649;6760;1311;17;6,57;2,1024;3
5;654;10173;1225;16;8,76;4,2048;4
5;663;5001;522;6;10,95;3,6135;5
5;677;475;523;7;8,76;3,5916;4
5;687;6775;1478;15;10,95;4,7085;5
5;691;6835;1235;16;4,38;1,533;2
5;714;6012;714;13;6,57;3,285;3
5;716;7695;526;6;8,76;3,8544;4
6;377;8473;408;13;3,45;1,2765;3
6;383;2674;818;11;2,3;1,058;2
6;386;2673;1035;11;3,45;1,173;3
6;387;5433;50;13;2,3;1,012;2
6;402;8897;53;11;3,45;1,1385;3
6;412;4078;1729;3;3,45;1,4835;3
6;414;1005;1697;3;3,45;1,6215;3
6;427;3706;980;13;3,45;1,242;3
6;427;9396;980;13;4,6;1,564;4
6;430;302;892;15;2,3;1,012;2
6;445;6589;995;17;3,45;1,311;3
6;447;6208;1365;17;3,45;1,5525;3
6;469;6001;1232;17;2,3;1,15;2
6;472;3936;385;6;3,45;1,3455;3
6;474;4461;1822;11;2,3;0,736;2
6;474;9331;43;11;4,6;1,978;4
6;480;8311;1773;23;4,6;2,254;4
6;482;2019;1220;16;4,6;1,978;4
6;490;9951;592;3;3,45;1,104;3
6;494;7853;1142;15;4,6;1,886;4
6;518;1446;1351;24;3,45;1,173;3
6;527;2839;1128;15;2,3;1,012;2
6;533;7655;1235;17;4,6;1,61;4
6;539;4824;1700;3;3,45;1,0695;3
6;544;4925;1079;16;4,6;1,932;4
6;545;8311;1430;23;3,45;1,173;3
6;549;2211;1196;17;5,75;2,1275;5
6;550;2996;988;13;3,45;1,0695;3
6;574;8291;558;13;2,3;0,828;2
6;585;5295;823;16;3,45;1,518;3
6;590;6261;280;6;3,45;1,656;3
6;593;1216;1307;17;4,6;2,07;4
6;594;261;1860;24;3,45;1,2075;3
6;597;8055;1769;14;2,3;1,012;2
6;600;7831;718;17;4,6;2,208;4
6;603;3139;1189;24;2,3;0,966;2
6;603;5479;346;14;1,15;0,483;1
6;618;6940;519;7;4,6;1,794;4
6;624;3357;1650;24;3,45;1,173;3
6;626;398;704;13;4,6;1,518;4
6;627;177;887;13;2,3;0,759;2
6;630;216;493;17;3,45;1,2075;3
6;632;6372;1789;17;2,3;0,943;2
6;636;477;1152;15;2,3;0,782;2
6;677;4525;523;6;5,75;2,76;5
6;684;1890;1688;24;4,6;1,564;4
6;685;6995;1741;11;2,3;0,897;2
6;686;188;66;13;3,45;1,3455;3
6;688;9867;1873;13;3,45;1,6215;3
6;697;8768;765;11;4,6;1,426;4
6;698;5256;134;17;3,45;1,3455;3
6;702;7859;343;7;4,6;2,024;4
6;708;4021;1016;16;3,45;1,518;3
6;714;6486;1409;13;4,6;1,518;4
6;714;6541;35;23;3,45;1,6215;3
6;724;7141;1605;17;3,45;1,242;3
6;726;8427;781;16;4,6;1,61;4
6;728;5633;649;13;2,3;0,92;2
7;376;7493;324;24;10,44;4,5936;4
7;379;6114;986;16;10,44;4,176;4
7;381;1112;1845;24;10,44;4,4892;4
7;382;7607;1292;17;10,44;3,7584;4
7;387;6306;1467;13;5,22;2,1924;2
7;412;4283;1136;15;7,83;3,6018;3
7;413;7714;504;7;10,44;4,698;4
7;418;1430;564;3;10,44;3,5496;4
7;423;4767;1216;16;7,83;3,6801;3
7;423;8274;1398;13;10,44;3,7584;4
7;428;9418;1169;24;10,44;3,654;4
7;436;3840;1133;15;7,83;3,7584;3
7;438;467;980;13;5,22;2,2968;2
7;440;2756;1681;3;7,83;3,0537;3
7;446;6465;314;6;5,22;1,827;2
7;457;2773;322;11;5,22;2,0358;2
7;461;5222;1140;7;7,83;3,7584;3
7;469;7357;1851;24;5,22;2,0358;2
7;471;5590;666;17;10,44;3,7584;4
7;471;7702;1174;16;7,83;2,8188;3
7;480;4767;1220;16;10,44;4,4892;4
7;480;6912;1220;16;10,44;3,132;4
7;495;6421;716;7;7,83;2,5056;3
7;501;2673;559;11;10,44;3,654;4
7;508;3075;1775;23;5,22;1,6704;2
7;511;5158;1878;3;10,44;4,5936;4
7;519;4261;745;13;5,22;2,1924;2
7;529;8912;1409;7;7,83;2,9754;3
7;538;4340;1303;17;7,83;3,2886;3
7;539;10101;240;7;10,44;3,9672;4
7;553;1267;1470;13;7,83;2,6622;3
7;561;4401;392;11;5,22;2,4012;2
7;570;9263;148;16;10,44;4,9068;4
7;575;9814;969;6;10,44;5,1156;4
7;582;6372;1195;17;10,44;3,5496;4
7;590;9698;1700;23;5,22;2,1402;2
7;591;5302;833;11;5,22;1,8792;2
7;593;6423;1307;17;5,22;1,7226;2
7;602;9871;1042;13;5,22;1,6704;2
7;617;7591;510;15;10,44;4,0716;4
7;627;6574;649;13;7,83;2,7405;3
7;629;6712;447;16;7,83;3,0537;3
7;654;10065;1824;6;5,22;2,1402;2
7;665;7065;1312;17;5,22;2,088;2
7;672;2610;1050;7;7,83;3,6801;3
7;679;9169;1872;23;5,22;1,9836;2
7;686;3796;786;11;7,83;2,8971;3
7;687;1445;5;15;5,22;2,349;2
7;691;2594;1314;17;5,22;2,1402;2
7;692;3497;1314;17;7,83;2,349;3
7;695;8284;469;22;5,22;2,088;2
7;696;3316;373;6;10,44;3,654;4
7;698;2431;513;3;5,22;2,0358;2
7;705;5923;1789;23;10,44;4,4892;4
7;711;9825;1231;13;7,83;2,6622;3
7;720;5168;547;6;10,44;3,7584;4
7;720;5681;842;11;5,22;1,9314;2
7;721;6367;210;3;7,83;3,6018;3
7;724;9555;837;17;7,83;3,7584;3
7;725;7981;315;14;5,22;2,0358;2
8;371;5906;1796;15;10,36;4,4548;4
8;381;4886;1845;24;7,77;3,7296;3
8;383;6967;1845;24;5,18;1,9166;2
8;387;1720;1479;16;12,95;6,216;5
8;391;6324;853;23;10,36;4,4548;4
8;391;6547;641;15;7,77;2,7972;3
8;404;2640;1252;6;10,36;3,2116;4
8;409;5120;504;7;10,36;3,5224;4
8;411;2556;188;3;10,36;4,4548;4
8;414;9712;1319;6;7,77;3,4965;3
8;421;1825;267;23;10,36;3,5224;4
8;430;8550;1567;11;5,18;2,072;2
8;441;663;584;16;5,18;2,4864;2
8;470;5685;549;13;7,77;3,3411;3
8;472;125;1356;6;7,77;2,8749;3
8;478;598;279;6;5,18;1,8648;2
8;482;8511;1220;16;5,18;2,1756;2
8;483;3725;1773;23;5,18;2,4864;2
8;487;6788;324;7;7,77;3,5742;3
8;491;5809;984;13;7,77;3,5742;3
8;507;6376;908;6;15,54;4,8174;6
8;507;7510;246;15;7,77;3,4188;3
8;519;2548;1609;13;7,77;2,7972;3
8;529;4704;1181;6;12,95;3,885;5
8;531;7234;376;16;7,77;3,8073;3
8;537;9115;829;11;10,36;4,8692;4
8;538;8472;1303;17;10,36;4,5584;4
8;539;1470;1303;17;7,77;3,0303;3
8;548;1610;1756;3;7,77;3,885;3
8;561;3434;643;24;15,54;5,7498;6
8;574;467;992;13;5,18;2,2792;2
8;574;7269;1482;13;10,36;4,7656;4
8;574;8511;821;16;10,36;4,8692;4
8;580;5473;1859;24;7,77;3,3411;3
8;584;4261;315;13;5,18;2,1756;2
8;589;3840;1113;15;7,77;3,108;3
8;591;6919;833;11;7,77;2,9526;3
8;600;9487;661;17;7,77;2,8749;3
8;610;3647;992;13;10,36;3,9368;4
8;611;7003;961;15;5,18;2,4346;2
8;615;7577;1127;7;10,36;4,144;4
8;616;5153;1059;11;7,77;3,4965;3
8;619;7871;519;6;10,36;3,7296;4
8;627;3046;568;13;5,18;2,2274;2
8;653;5419;139;17;10,36;4,5584;4
8;676;2689;207;3;5,18;2,072;2
8;678;8171;1866;24;10,36;4,9728;4
8;680;9500;523;6;7,77;3,8073;3
8;681;1076;1632;2;5,18;2,5382;2
8;683;10007;1071;7;7,77;3,1857;3
8;685;5153;265;11;10,36;3,626;4
8;688;4411;129;2;2,59;0,8547;1
8;695;9297;184;13;7,77;3,1857;3
8;698;1124;305;3;7,77;2,6418;3
8;704;5298;899;7;7,77;2,7972;3
8;710;992;1806;7;10,36;3,2116;4
8;711;7348;1593;11;7,77;2,4087;3
8;714;5206;695;13;7,77;3,4188;3
8;716;4680;526;6;7,77;3,4965;3
8;721;1470;355;17;7,77;3,0303;3
9;376;5037;1874;24;4,84;1,8876;2
9;377;8252;671;13;7,26;2,3232;3
9;382;9194;1292;17;12,1;3,63;5
9;385;3240;680;7;4,84;1,7908;2
9;400;2444;1149;13;7,26;2,6136;3
9;415;4727;579;16;9,68;3,6784;4
9;416;7920;357;17;7,26;3,5574;3
9;437;7822;190;3;7,26;2,3958;3
9;460;7486;1102;3;7,26;2,4684;3
9;463;7059;1503;17;7,26;2,8314;3
9;470;4644;878;11;7,26;3,5574;3
9;470;8906;1662;11;4,84;2,1296;2
9;488;6741;150;24;9,68;4,4528;4
9;495;7713;741;17;9,68;4,5496;4
9;502;4155;489;7;7,26;2,178;3
9;513;278;808;15;7,26;2,4684;3
25;417;6568;494;14;3,1;1,147;2
25;423;7262;829;13;4,65;2,046;3
25;427;893;980;13;4,65;1,86;3
25;435;6712;1209;16;6,2;2,79;4
25;440;3942;1138;15;7,75;2,48;5
25;446;190;735;13;6,2;3,1;4
25;446;7534;1072;13;6,2;3,038;4
25;452;3321;1850;24;6,2;2,232;4
25;458;4140;1676;15;4,65;1,9065;3
25;459;7979;1440;24;4,65;1,9065;3
25;463;5410;113;17;3,1;1,364;2
25;466;2662;824;11;4,65;1,581;3
25;469;5644;1338;17;3,1;1,054;2
25;469;7720;1144;17;3,1;1,271;2
25;491;7997;984;13;6,2;2,976;4
25;507;7510;547;15;4,65;2,1855;3
25;513;9898;1645;15;4,65;2,325;3
25;535;5047;829;11;3,1;1,147;2
25;535;6112;829;11;6,2;2,232;4
25;536;5894;829;11;6,2;2,232;4
25;538;7419;1066;14;3,1;1,519;2
25;549;5210;694;17;4,65;2,139;3
25;551;9318;1225;16;6,2;2,914;4
25;553;446;733;13;6,2;2,294;4
25;553;3838;106;17;4,65;1,9065;3
25;561;1042;1088;11;3,1;0,961;2
25;569;8196;1571;24;3,1;1,488;2
25;585;2674;803;11;4,65;2,1855;3
25;603;8509;1191;24;4,65;1,581;3
25;604;6138;1231;17;3,1;1,488;2
25;605;5533;1210;13;4,65;1,7205;3
25;617;6154;961;15;4,65;1,9995;3
25;621;4719;1783;23;6,2;1,984;4
25;622;1692;1636;24;3,1;1,302;2
25;623;4649;820;17;6,2;2,852;4
25;645;2664;1855;17;4,65;1,767;3
25;653;4094;108;16;4,65;1,8135;3
25;653;8994;244;17;6,2;2,046;4
25;654;8600;1266;6;6,2;3,038;4
25;655;1979;1255;3;4,65;2,139;3
25;658;8113;925;24;6,2;1,86;4
25;673;7281;460;17;6,2;3,038;4
25;674;5799;866;15;4,65;2,046;3
25;674;7572;1809;15;4,65;1,395;3
25;678;9233;1866;24;4,65;1,4415;3
25;681;5943;478;2;1,55;0,6975;1
25;685;1720;297;16;6,2;1,984;4
25;688;4396;699;13;3,1;1,147;2
25;692;2448;1235;16;4,65;2,232;3
25;692;4552;1314;17;4,65;2,139;3
25;704;7361;841;11;4,65;1,8135;3
25;718;5361;1869;24;3,1;1,023;2
25;721;4094;453;16;3,1;1,054;2
26;368;1214;1173;11;2,64;1,1352;3
26;368;1915;1235;11;1,76;0,7216;2
26;377;6180;970;13;2,64;0,924;3
26;386;2674;1293;11;2,64;0,9504;3
26;401;4282;1801;15;2,64;1,0032;3
26;405;9014;1286;13;1,76;0,6512;2
26;411;7413;188;3;1,76;0,7568;2
26;412;2472;504;7;1,76;0,6688;2
26;412;7704;816;3;2,64;1,0824;3
26;419;1263;584;13;3,52;1,76;4
26;422;454;652;17;2,64;1,2672;3
26;422;2521;505;7;2,64;0,9768;3
26;423;467;1096;13;2,64;1,2408;3
26;423;7072;1216;16;1,76;0,5984;2
26;424;5174;1216;16;2,64;0,8712;3
26;427;2231;836;7;1,76;0,616;2
26;429;3979;980;13;1,76;0,5632;2
26;430;426;201;15;1,76;0,8448;2
26;443;8089;1692;17;2,64;0,8712;3
26;446;805;1307;7;1,76;0,7568;2
26;447;3397;529;17;2,64;1,2936;3
26;454;2441;1297;17;2,64;0,8184;3
26;455;6836;1838;7;3,52;1,7248;4
26;462;5328;527;2;1,76;0,5632;2
26;465;4849;1140;15;1,76;0,7568;2
26;465;8092;1140;15;1,76;0,6688;2
26;469;6842;1851;24;2,64;1,2672;3
26;479;8281;1725;17;2,64;0,924;3
26;497;1818;826;11;2,64;0,9768;3
26;537;20;1856;24;3,52;1,584;4
26;552;7281;1304;17;2,64;0,924;3
26;580;6295;1859;24;2,64;1,2408;3
26;582;7556;658;17;2,64;1,2936;3
26;583;1680;1039;6;2,64;0,8184;3
26;592;3801;833;11;2,64;1,1616;3
26;605;2210;1022;13;3,52;1,5488;4
26;624;2687;359;24;3,52;1,408;4
26;625;3197;409;23;3,52;1,5136;4
26;631;6560;1495;17;1,76;0,5808;2
26;646;9603;521;6;2,64;1,0296;3
26;647;4687;1316;24;2,64;0,9768;3
26;652;8546;614;7;3,52;1,0912;4
26;653;8108;1886;17;1,76;0,5456;2
26;657;5682;624;11;2,64;1,2408;3
26;658;5255;1584;24;2,64;0,8976;3
26;665;5303;1312;17;2,64;0,8712;3
26;673;3000;1068;17;2,64;0,9504;3
26;684;7553;39;24;3,52;1,7248;4
26;691;3928;1788;23;2,64;1,1616;3
26;696;3115;1727;6;2,64;0,8976;3
26;698;2335;953;17;2,64;0,9504;3
26;718;1338;1869;24;2,64;1,2936;3
26;720;10126;1767;6;1,76;0,704;2
26;721;1491;695;16;2,64;1,32;3
26;721;1615;1628;17;2,64;1,1352;3
27;376;8342;220;24;7,95;3,7365;3
27;377;5288;432;13;7,95;3,7365;3
27;379;7920;574;17;10,6;5,088;4
27;381;6460;1845;24;7,95;2,9415;3
27;389;3799;976;13;7,95;3,18;3
27;394;8146;798;11;10,6;4,346;4
27;402;5896;1384;6;7,95;3,5775;3
27;414;5944;1000;3;5,3;2,438;2
27;427;1490;980;13;7,95;3,4185;3
27;438;6254;1492;7;10,6;4,452;4
27;439;7293;228;22;2,65;0,954;1
27;447;6681;927;17;5,3;2,226;2
27;447;9505;763;15;10,6;3,604;4
27;459;2059;220;17;10,6;5,194;4
27;475;1758;879;3;10,6;3,498;4
27;487;9396;1609;13;7,95;3,816;3
27;488;6113;469;16;7,95;3,1005;3
27;515;543;984;13;7,95;2,9415;3
27;515;5766;1853;16;7,95;2,862;3
27;519;9144;1018;13;7,95;2,544;3
27;532;9366;1762;17;5,3;2,279;2
27;540;1388;1672;13;7,95;3,4185;3
27;548;1785;229;3;7,95;3,657;3
27;548;4065;719;3;5,3;2,067;2
27;552;5192;514;7;7,95;2,7825;3
27;553;467;803;13;7,95;2,7825;3
27;553;3979;810;13;5,3;1,696;2
27;557;1822;1681;7;7,95;2,4645;3
27;571;8511;785;16;5,3;2,226;2
27;574;6168;1478;17;13,25;5,3;5
27;574;7534;1358;13;10,6;5,194;4
27;594;1309;1860;24;7,95;3,816;3
27;603;2361;1819;24;10,6;5,088;4
27;604;7035;770;6;10,6;4,028;4
27;607;1451;202;3;5,3;1,643;2
27;614;1091;537;7;7,95;3,2595;3
27;637;5068;1373;22;7,95;2,385;3
27;654;2779;1111;6;10,6;5,194;4
27;654;4535;441;15;5,3;2,12;2
27;656;5592;1288;16;7,95;3,021;3
27;658;5714;1732;6;7,95;2,6235;3
27;658;8747;248;7;7,95;3,816;3
27;672;2228;1532;15;7,95;2,4645;3
27;676;9851;207;3;10,6;4,028;4
27;677;5541;523;7;7,95;2,385;3
27;696;1214;1698;11;7,95;3,498;3
27;696;6469;501;6;10,6;3,604;4
27;702;9499;979;7;5,3;2,597;2
27;707;6760;1499;17;10,6;3,604;4
27;711;1366;781;13;10,6;4,77;4
27;711;4490;1133;13;10,6;4,028;4
27;719;7474;526;7;7,95;3,5775;3
27;725;1850;1035;16;7,95;2,9415;3
27;725;5143;103;17;7,95;3,4185;3
27;726;9631;809;16;7,95;3,816;3
27;728;4527;296;3;7,95;3,2595;3
27;729;9594;1108;6;7,95;2,7825;3
28;369;1632;501;7;11,73;5,6304;3
28;393;8818;1302;15;7,82;3,2844;2
28;402;3993;189;24;7,82;2,8934;2
28;402;9814;1394;6;15,64;7,5072;4
28;404;4600;119;2;3,91;1,3685;1
28;408;9967;850;23;19,55;8,993;5
28;410;4743;504;7;7,82;3,6754;2
28;416;4657;444;17;15,64;7,1944;4
28;417;3395;855;11;15,64;6,5688;4
28;429;4875;980;13;7,82;2,5806;2
28;436;4324;184;15;11,73;3,7536;3
28;437;5376;190;3;11,73;4,3401;3
28;446;3130;1615;13;11,73;3,9882;3
28;454;7655;1297;17;15,64;7,038;4
28;460;2195;1514;7;15,64;7,1944;4
28;468;2907;1140;15;11,73;3,6363;3
28;468;9825;1876;13;7,82;2,346;2
28;469;6628;508;6;11,73;3,8709;3
28;469;8414;1194;17;7,82;2,737;2
28;477;2878;1595;3;15,64;7,5072;4
28;485;7325;1515;15;15,64;7,1944;4
28;488;7051;798;16;15,64;7,6636;4
28;495;467;891;13;11,73;4,1055;3
28;501;4021;158;16;7,82;3,6754;2
28;503;1033;1085;24;15,64;6,5688;4
28;505;5821;780;15;19,55;7,82;5
28;505;5948;743;6;11,73;3,6363;3
28;522;2547;1776;23;7,82;2,346;2
28;544;7051;1196;16;11,73;5,7477;3
28;548;9498;83;23;7,82;2,8152;2
28;549;1862;132;17;7,82;2,8152;2
28;571;5302;1600;11;7,82;2,8934;2
28;574;1468;517;13;7,82;2,737;2
28;575;9814;104;6;11,73;5,5131;3
28;590;1979;269;3;11,73;4,1055;3
28;592;9270;833;11;15,64;5,3176;4
28;600;6799;1653;17;15,64;5,3176;4
28;608;5947;518;7;15,64;4,8484;4
28;612;9814;164;6;11,73;4,1055;3
28;613;4434;1800;15;7,82;3,0498;2
28;613;6070;636;15;15,64;4,8484;4
